instructor_id,dept_id,first_name,last_name,salary
1106,66,Bee,Bouchard,126838.86
1107,46,Angela,Persse,146811.48
1108,73,Edith,Faust,40750.82
1109,19,Tatiania,Wattenberg,150657.82
1110,75,Vivia,Jary,222961.81
1111,3,Cam,Garek,196832.86
1112,65,Sallie,Ovid,108025.85
1113,20,Kore,Ogren,100884.93
1114,4,Jasmina,Arquit,32025.58
1115,11,Dominga,Hermes,65478.59
1116,62,Justinn,Papageno,173984.83
1117,67,Joleen,Silvan,217498.26
1118,13,Tracey,Berl,208440.8
1119,75,Corina,Ioab,65911.57
1120,22,Annaliese,Chinua,173869.69
1121,29,Ingrid,Ortrude,117995.78
1122,32,Corly,Isacco,160154.62
1123,38,Layla,Linskey,67862.31
1124,4,Josephine,Colleen,20690.37
1125,4,Kathy,Hutchison,70568.5
1126,67,Sean,Kristi,67900.81
1127,35,Cathie,Palocz,17541.95
1128,67,Emelina,Solitta,131514.26
1129,26,Sara-Ann,Gombach,133211.61
1130,48,Carmela,Robertson,196873.98
1131,23,Claresta,Hedve,127495.92
1132,71,Shell,Atcliffe,200091.18
1133,51,Sam,Devlen,90967.96
1134,52,Gerianna,Buckler,96628.6
1135,12,Lizzie,Mott,29331.15
1136,6,Aimil,Peonir,246893.31
1137,28,Sonni,Christine,15225.4
1138,64,Kimmy,Garbe,124743.46
1139,41,Jaclyn,Elo,106213.94
1140,9,Althea,Wildermuth,228348.17
1141,35,Arlena,Angelis,154159.42
1142,71,Ermengarde,Norvol,179873
1143,55,Hermione,Couture,136915.77
1144,41,Lusa,Stanwood,91521.9
1145,55,Caryl,Wind,198557.84
1146,44,Audrie,Gilbertson,161046.4
1147,23,Latisha,Lauraine,117606.29
1148,50,Albertina,Aaberg,29407.18
1149,64,Vonny,Silvan,104351.89
1150,42,Kittie,Louanna,56183.37
1151,60,Blondelle,Sothena,127673.44
1152,69,Mildrid,Elbertina,249482.34
1153,71,Bettine,Elisha,232341.57
1154,32,Sarette,Dawkins,158508.21
1155,20,Aili,Tatianas,243215.96
1156,21,Jenilee,Kiersten,120516.5
1157,46,Dagmar,Sadowski,199476.4
1158,55,Genevra,Masao,65313.52
1159,53,Grier,Gunn,223959.13
1160,70,Flo,Olnee,208762.44
1161,25,Reeba,McNully,85615.12
1162,69,Madeleine,Juan,51860.38
1163,20,Merci,Flita,203005.04
1164,17,Marcelline,Mandler,57166.81
1165,75,Alia,Joli,17876.76
1166,55,Sonni,Paton,198399.73
1167,75,Morganica,McNully,17966.17
1168,65,Penelopa,Winnick,77964.34
1169,63,Cristabel,Oneida,104607.54
1170,45,Libbie,Harl,230263.97
1171,63,Harrietta,Anton,166957.84
1172,57,Tobe,Lattie,240438.89
1173,10,Cathie,Maryanne,90993.98
1174,13,Kittie,Orlene,136336.92
1175,45,Miquela,Rillings,211038.18
1176,33,Mureil,Moina,191723.58
1177,34,Paola,Pernick,92263.32
1178,46,Nelle,Norvol,128758.49
1179,16,Leontine,Wattenberg,223130.43
1180,59,Laurene,Joeann,165634.46
1181,61,Marleah,Destinee,196624.36
1182,1,Korrie,Sammons,81582.35
1183,50,Feliza,Hirsch,134760.44
1184,5,Kittie,Ranjiv,74200.1
1185,29,Sallie,Linehan,242469.4
1186,37,Regina,Wyn,188604.07
1187,37,Nickie,Simmonds,71427.54
1188,72,Johna,Thunell,76144.08
1189,12,Tami,Jary,60404.06
1190,44,Sindee,Ciapas,75489.84
1191,33,Sabina,Tillford,77665.45
1192,65,Alisha,Kiersten,177556.49
1193,32,Rozele,Ax,48285.92
1194,12,Robinia,Etom,188057.67
1195,7,Tarra,Maxi,84565.63
1196,30,Dyann,Sigfrid,160097.5
1197,61,Mathilda,Hilbert,65105.07
1198,39,Thalia,Hieronymus,233998.72
1199,23,Olwen,Darrell,139648.65
1200,21,Kial,Albertine,214385.22
1201,4,Emmey,Vastah,232206.8
1202,65,Emelina,Merell,28586.88
1203,29,Corry,Kiyoshi,154072.28
1204,74,Marcy,Mintz,155640.9
1205,41,Joceline,Maiah,124583.75
1206,39,Ezmeralda,Rocray,101290.8
1207,23,Sam,Jalbert,67262.18
1208,69,Karly,Cutlerr,206548.21
1209,55,Amelia,Atcliffe,103676.86
1210,7,Queenie,Hubert,233581.92
1211,49,Valli,Oster,97339.63
1212,71,Karlee,Parette,60559.75
1213,16,Johna,Roscoe,147794.72
1214,67,Mireielle,Cordi,30013.83
1215,60,Vanessa,Longfellow,147763.81
1216,37,Calla,Swigart,242574.88
1217,72,Ninnetta,Lucienne,172569.41
1218,38,Rivalee,Birdella,197468
1219,5,Anica,Cordi,59867.04
1220,4,Brianna,Orelee,134654.71
1221,49,Vevay,Ortrude,16323.09
1222,43,Lory,Tarrant,39356.74
1223,65,Dania,Chem,91823.14
1224,69,Jinny,Chem,180660.32
1225,28,Bee,Yate,92709.57
1226,5,Jillayne,Solitta,240329.14
1227,2,Renae,Halsey,122436.23
1228,69,Lindie,Weide,35707.52
1229,70,Consuela,Mullane,228719.45
1230,37,Britte,Lytton,61187.71
1231,65,Rosene,Halsey,127836.04
1232,46,Riannon,An,228917.27
1233,6,Carlie,Flyn,59827.76
1234,19,Annabela,Brady,234106.14
1235,74,Gwenneth,Donell,82435.92
1236,64,Leeanne,Donell,247836.21
1237,72,Gavrielle,Gordon,22948.34
1238,16,Marline,Trey,64545.79
1239,33,Kial,Peg,114704.73
1240,22,Ardenia,Christal,241636.89
1241,62,Berget,Publia,237559.94
1242,30,Emilia,Ramona,34491.21
1243,48,Danny,Havens,166040.93
1244,55,Dari,Bluh,122968.44
1245,10,Emelina,Philoo,125849.42
1246,23,Arlina,Faust,141429.51
1247,54,Jennica,Elbertina,148320.14
1248,64,Briney,Aurelio,165909.47
1249,50,Marinna,Jalbert,190092.95
1250,59,Devina,Kronfeld,219146.28
1251,8,Bibby,Forrer,191295.95
1252,22,Ernesta,Brunell,71372.28
1253,70,Netty,Si,83672.98
1254,23,Tori,Lynn,105994.04
1255,1,Hettie,Burkle,210045.53
1256,19,Kittie,Federica,34775.95
1257,66,Beth,Cleavland,151004.99
1258,30,Cherilyn,Peonir,87564.31
1259,6,Catharine,Pozzy,155680.04
1260,11,Rosabelle,Stilwell,142917.4
1261,6,Jany,Ummersen,113348.66
1262,11,Viviene,Frendel,89773.38
1263,52,Dorthy,Edison,134565.54
1264,6,Natka,Olnee,29756.55
1265,34,Noelle,Swigart,238763.18
1266,47,Felice,Wandie,76260.91
1267,53,Gusella,Pattin,137470.93
1268,13,Sabina,Laverne,178351.9
1269,26,Melina,Clara,73388.84
1270,8,Pierette,Saunderson,75422.92
1271,5,Elvira,Septima,130244.8
1272,12,Chere,Cohdwell,72643.68
1273,26,Gui,Mathilde,65466.28
1274,30,Berta,Florina,166158.01
1275,73,Andeee,Maryanne,231335.18
1276,62,Teddie,Scammon,29021.09
1277,70,Meg,Pernick,183714.62
1278,28,Agathe,Cecile,214606.12
1279,65,Isa,Hanshaw,159807.18
1280,12,Orelia,Publia,78084.62
1281,29,Marita,Yam,100283.23
1282,49,Pollyanna,Parsaye,175576.82
1283,67,Bettine,Greenwald,232693.48
1284,49,Mireielle,Sinegold,206945.87
1285,4,Mathilda,Mayeda,61210.05
1286,17,Renae,Birdella,191760.82
1287,13,Vonny,Gaspard,172956.89
1288,35,Fawne,Kat,86413.41
1289,62,Chere,Cavan,111476.76
1290,67,Rebeca,O'Carroll,208097.4
1291,5,Kirbee,Nicoline,48362.98
1292,17,Netty,Linehan,26999.55
1293,41,Coral,Hamil,48738.9
1294,37,Elka,Ludewig,29402.53
1295,7,Almeta,Delp,65999.53
1296,12,Celestyna,Westphal,105228.56
1297,49,Selia,Boycey,74278.82
1298,29,Shel,Moseley,239791.18
1299,66,Bertine,Winthorpe,228767.81
1300,64,Dania,Bury,239898.13
1301,61,Madalyn,Nahum,99729.08
1302,4,Romona,Kesley,204566.3
1303,20,Nita,Han,124444.5
1304,29,Georgetta,Florina,73672.11
1305,7,Dode,Anis,82497.37
1306,75,Xylina,Ophelia,74440.73
1307,40,Tani,Daniele,103099
1308,64,Arlina,Johanna,71333.01
1309,27,Amelia,Codding,93892.47
1310,68,Theodora,Bonilla,231807.98
1311,66,Doralynne,Duwalt,229286.98
1312,30,Annora,Raffo,205750.87
1313,16,Gale,Erskine,211435.01
1314,40,Raquela,Oneida,32273.99
1315,73,Carree,Delacourt,119144.48
1316,10,Glynnis,Saree,145286.21
1317,43,Kimberley,Bonucci,245170.92
1318,54,Dennie,Dosia,192112.84
1319,32,Marcy,Muriel,150391.32
1320,27,Hermione,Eben,160630.5
1321,30,Jackie,Lanita,55117.09
1322,19,Elie,Wadell,60696.92
1323,29,Sadie,Laverne,28795.37
1324,19,Angelique,Edison,123082.22
1325,59,Minda,Maiah,239467.74
1326,67,Bobinette,Jarib,154129.97
1327,37,Taffy,Read,247408.4
1328,75,Sibella,Riva,70084.88
1329,26,Anallese,Zitvaa,241892.95
1330,6,Marsiella,Frendel,132416
1331,43,Jobi,Suzetta,233718.88
1332,53,Leia,Dorine,107027.19
1333,3,Hyacinthe,Alva,133554.4
1334,61,Dominga,Macey,185387.16
1335,47,Ayn,Westphal,61638.99
1336,31,Ulrike,Dyche,126223.5
1337,16,Alex,Juan,25402.61
1338,52,Christal,Suzetta,123838.58
1339,9,Aryn,Woodberry,213576.67
1340,19,Fernande,Lesley,245462.24
1341,21,Nicoli,Hertzfeld,231457.15
1342,53,Marline,Roxanna,191320.42
1343,12,Heida,Wandie,106436.51
1344,50,Margarette,Sancho,204360.83
1345,10,Angela,Barbey,196631.35
1346,22,Nerta,Goerke,122101.68
1347,74,Noelle,Telfer,191237.13
1348,32,Bertine,Thema,174118.6
1349,61,Keelia,Dorine,40181.69
1350,12,Mignon,Allina,246452.29
1351,68,Christian,Publia,157325.16
1352,28,Beth,Hoban,189520.91
1353,54,Kayla,Mich,18398.75
1354,58,Devina,Uund,210985.47
1355,38,Kerrin,Ummersen,222873.25
1356,42,Ernesta,Imelida,227120.72
1357,9,Lesly,Ralfston,222513.41
1358,37,Leeanne,Narton,221596.25
1359,16,Lexine,Vivle,81352.03
1360,46,Stacey,Honoria,215729.2
1361,63,Carmencita,Ingra,120250.04
1362,24,Deloria,Selway,112362.26
1363,39,Yolane,Shaddock,75007.36
1364,36,Hettie,Prouty,210081.24
1365,13,Kassey,Yorick,220467.42
1366,26,Shirlee,Geffner,70779.04
1367,11,Audrie,Reneta,36672.88
1368,31,Valeda,Kirbee,208726.87
1369,54,Valeda,Alfons,43061.77
1370,8,Starla,Palocz,234698.71
1371,56,Sherrie,Goerke,57677.82
1372,41,Ginnie,Linehan,232442.32
1373,72,Carmela,Zuzana,32877.51
1374,30,Starla,MacIntosh,175399.98
1375,28,Oralee,Maisey,116901.4
1376,26,Priscilla,Melleta,41444.92
1377,14,June,Fairweather,43839.3
1378,40,Constance,Salvidor,104278.51
1379,69,Libbie,Nore,242358.05
1380,63,Karina,Orelee,86025.77
1381,21,Valli,Mallon,119407.07
1382,70,Dania,Wattenberg,59577.4
1383,54,Marnia,McLaughlin,223707.68
1384,40,Sue,Garlinda,93164.57
1385,12,Elmira,Joli,61037.3
1386,51,Edyth,Koehler,190576.79
1387,71,Renae,Ellord,214945.72
1388,15,Jaclyn,Medrek,28433.8
1389,40,Verla,Sancho,177681.87
1390,65,Riannon,Corabella,110040.18
1391,60,Andeee,Hourigan,189257.58
1392,5,Jaime,Esmaria,242315.81
1393,8,Winifred,Prouty,60864.66
1394,28,Hallie,Haerr,117283.18
1395,38,Liana,Raimondo,137148.29
1396,67,Latisha,Pacorro,58248.29
1397,63,Darlleen,Aldric,240122.72
1398,46,Ana,Poppy,124896.58
1399,20,Modestia,Berard,60438.67
1400,49,Stephanie,Luhe,65391.02
1401,56,Ezmeralda,Orpah,46971.36
1402,65,Kathy,Erich,47461.9
1403,49,Cathyleen,Llovera,218793.59
1404,22,Marcy,Bollay,16997.44
1405,45,Henriette,Primalia,73698.99
1406,16,Netty,Tyson,180140.15
1407,33,Starla,Dudley,93874.23
1408,43,Tybie,Pitt,67660.93
1409,38,Nelle,Giff,241114.53
1410,12,Kaja,Avi,125515.9
1411,61,Anallese,Chick,238586.28
1412,21,Sashenka,Toffic,128680.4
1413,16,Candi,Brunell,247294.29
1414,11,Caressa,Tryck,167539.55
1415,4,Danika,Kare,16186.19
1416,5,Bibby,Byrne,215032.52
1417,11,Kimberley,Fairweather,205014.77
1418,21,Eolanda,Ries,189301.31
1419,56,Latisha,Ricki,67053.77
1420,72,Tonia,Mullane,85374.2
1421,56,Audrie,Andrel,225158.36
1422,75,Demetris,Beniamino,168299.18
1423,44,Suzette,Schonfeld,82916.61
1424,18,Winny,Bertold,15799.73
1425,59,Letizia,Podvin,97544.89
1426,5,Moyna,Chandler,134314.37
1427,42,Amalie,Jenness,177982.14
1428,67,Jennica,Tound,89904.08
1429,43,Ashlee,Chauncey,81776.47
1430,32,Bill,Jerald,64493.52
1431,65,Eve,Garrison,221282.1
1432,42,Kirstin,Arathorn,170836.79
1433,51,Adele,Frendel,163790.58
1434,21,Nikki,Diann,102189.01
1435,32,Belinda,Hollingsworth,143537.67
1436,33,Cherrita,Skell,97103.46
1437,2,Cacilie,Garek,129905.24
1438,18,Karena,Gale,246724.87
1439,51,Alameda,Carey,223381.3
1440,38,Giustina,Hunfredo,61424.95
1441,21,Adriana,Laurianne,191646.17
1442,53,Allyce,Mich,28603.15
1443,29,Ada,Bashemeth,247101.08
1444,48,Janeczka,Alcott,166422.54
1445,18,Kirbee,Florina,219952.39
1446,11,Karena,Fadiman,212640.65
1447,46,Danny,Schenck,150518.95
1448,36,Lusa,Garrison,170609.84
1449,1,Sherrie,Greenwald,39038.99
1450,29,Evaleen,Chem,112712.33
1451,45,Isa,Kauppi,114477.17
1452,48,Carlie,Phi,161342.83
1453,18,Caryl,Wu,160787.81
1454,37,Celisse,Hepsibah,167667
1455,52,Marguerite,Bethany,36704.85
1456,2,Susan,Anestassia,36916.6
1457,30,Hallie,Syd,243724.93
1458,58,Nerta,Bollay,245426.52
1459,29,Jinny,Felizio,177574.38
1460,50,Philis,Gusella,51126.05
1461,64,Aryn,Dorothy,197680.8
1462,30,Dale,Pond,228948.6
1463,66,Stacey,Merriott,118079.56
1464,61,Patricia,Suanne,55497.52
1465,24,Nelle,Carlson,64505.24
1466,30,Nananne,Eiser,106580.23
1467,60,Gavrielle,Erb,177127.66
1468,33,Rosanne,Tannie,213125.7
1469,22,Selia,Zitvaa,132118.18
1470,61,Lanna,Hebner,154385.2
1471,46,Myriam,Bahr,151835.7
1472,12,Giustina,Engdahl,74270.65
1473,32,Oona,Arquit,62443.17
1474,49,Darlleen,Trey,132544.64
1475,5,Collen,Holtz,154290.46
1476,12,Nariko,Sadowski,120380.22
1477,37,Danny,Nadia,140492.91
1478,50,Inga,Zenas,187021.45
1479,58,Perry,Chem,21885.71
1480,75,Chandra,Ferino,77991.42
1481,68,Queenie,Bryna,54199.96
1482,1,Raquela,Helfand,50093.15
1483,23,Merle,Lail,125132.06
1484,46,Ayn,Ehrman,59894.37
1485,19,Penelopa,Tyson,55190.39
1486,46,Alie,Earlie,146377.65
1487,53,Daphne,Lamoree,90866.62
1488,2,Helena,Medrek,164103.4
1489,14,Wynne,Han,197877.27
1490,54,Frances,Hertzfeld,236969.07
1491,45,Theodora,Joachim,56315.35
1492,24,Mireielle,Llovera,202975.8
1493,61,Letizia,Bennie,35092.01
1494,67,Fawne,Japeth,171417.88
1495,16,Nollie,Audly,82499.11
1496,50,Ulrike,Drus,103961.29
1497,74,Ira,Concha,210567.06
1498,6,Ericka,Jotham,232252.29
1499,63,Shaylyn,Torray,104544.38
1500,2,Orsola,Kinnard,160418.45
1501,15,Ileana,Boycey,221851.65
1502,22,Angelique,Madelene,139510.53
1503,1,Chickie,Skell,223794.47
1504,46,Donetta,Zitvaa,58226.27
1505,35,Edith,Lynn,26268.98
1506,44,Emelina,Caitlin,133884.9
1507,17,Hyacinthe,Gherardo,38653.57
1508,18,Gaylene,Miru,174830.9
1509,64,Nickie,Roarke,135229.46
1510,49,Celestyna,Lemuela,233306.4
1511,19,Corry,Glovsky,227557.5
1512,68,Beverley,Carmena,151328.48
1513,4,Josephine,Cristi,45610.07
1514,56,Monika,Publia,178068.9
1515,62,Christal,Nahum,227384.24
1516,24,Jolyn,Bevin,157851.54
1517,30,Petronia,Sadowski,132292.07
1518,12,Gerrie,Chesna,18031.59
1519,62,Loree,Edee,141709.2
1520,6,Basia,Riordan,126288.09
1521,27,Marti,Albertine,141908.23
1522,20,Eolanda,Nester,165612.45
1523,36,Hayley,Lea,237699.8
1524,18,Lorie,Goode,187481.68
1525,65,Anthia,Liva,34665.65
1526,11,Sue,Carleen,49053.21
1527,58,Gale,Ricarda,80240.24
1528,60,Kristan,Cloris,84082.43
1529,27,Zsa Zsa,Mauer,155860.7
1530,44,Katleen,McAdams,169183.27
1531,68,Cherrita,Izaak,232681.17
1532,53,Mallory,Denis,36204.82
1533,31,Basia,Cyrie,170312.14
1534,24,Ninnetta,Callista,103376.66
1535,6,Kenna,Dorothy,137266.07
1536,51,Alejandra,Cavan,101572.4
1537,43,Katleen,Angelis,217866.62
1538,3,Maryellen,Nikaniki,68904.35
1539,70,Kalina,Margret,244769.6
1540,59,Lorne,Greenwald,246133.15
1541,74,Wanda,Orelee,245948.15
1542,65,Raina,Baudin,69199.02
1543,55,Rani,Palocz,215941.56
1544,55,Marita,Leler,131684.59
1545,22,Abbie,Noelyn,165305.35
1546,40,Jolyn,Cressida,203270.05
1547,59,Gale,Cherianne,238330.05
1548,47,Merry,Sheng,41082.04
1549,38,Celestyna,Brotherson,64582.1
1550,62,Jorry,Bennie,54750.17
1551,14,Gusty,Hoban,119048.42
1552,49,Gabriellia,Goldina,109472.73
1553,7,Ivett,Erlandson,62440.74
1554,50,Flory,Kat,40611.55
1555,33,Jemie,Cressida,51836.82
1556,39,Dianemarie,Kevon,53175.63
1557,23,Leona,Dielu,126998.07
1558,59,Arabel,Desai,55734.67
1559,7,Ira,Rosette,71946.31
1560,3,Dione,Hillel,46647.08
1561,35,Dotty,Belldas,50502.79
1562,46,Elvira,Read,65426.43
1563,69,Evaleen,Vernier,46366.49
1564,74,Lila,Devlen,95699.87
1565,26,Eve,Stanwood,128574.76
1566,63,Noelle,Braun,246700.8
1567,6,Tina,Pettiford,111229.06
1568,51,Pamella,Ariella,215891.08
1569,45,Gratia,Pascia,226807.66
1570,16,Tracey,Sibyls,249870.52
1571,49,Josephine,Pearse,247860.51
1572,39,Etta,Jammal,249845.69
1573,42,Hyacinthe,Parsaye,242199.19
1574,35,Jere,Baylor,182331.27
1575,11,Cathie,Harned,89445.55
1576,74,Di,Cimbura,192545.72
1577,62,Lynea,Buttaro,167955.71
1578,62,Tarra,Janith,67473.24
1579,52,Ruthe,Yerkovich,247510.4
1580,8,Sadie,Ulphia,51619.11
1581,68,Karlee,Harriman,213280.96
1582,6,Lynea,Harday,106572.72
1583,32,Codie,Cloris,64158.67
1584,50,Fanny,Konyn,101355.71
1585,27,Kaia,Neva,66224.36
1586,42,Lyssa,Cleo,243505.06
1587,19,Allis,Kress,185206.24
1588,32,Anica,Joeann,98556.54
1589,19,Katleen,Darbie,91383.52
1590,16,Anica,Ardeha,195290.54
1591,58,Janeczka,Vittoria,156102.03
1592,35,Corry,Podvin,136252.84
1593,24,Mariann,Zrike,166032.18
1594,46,Bobinette,Trace,41523.87
1595,65,Amii,Penelopa,115759.48
1596,46,Suzette,Wildermuth,216506.91
1597,30,Kaja,Vanni,160762.12
1598,42,Dorothy,Zeeba,219566.13
1599,43,Vivia,Wenda,88110.21
1600,46,Kirbee,Selway,129408.74
1601,12,Jean,Karl,89706.18
1602,15,Dania,Kenney,247343.09
1603,13,Heddie,Graig,240723.29
1604,26,Etta,Edmund,93999.21
1605,33,Michaelina,Bigner,222862.62
1606,13,Ariela,Erminia,113067.57
1607,44,Aigneis,Toni,64735.12
1608,55,Lusa,Frendel,15149.84
1609,47,Rosabelle,Winthorpe,181497.48
1610,74,Sheree,Mauer,119107
1611,38,Brena,Peti,37597.54
1612,14,Trudie,Isidore,51522.78
1613,33,Debee,Lacombe,190529.16
1614,69,Flory,Gale,174380.08
1615,59,Layla,Allare,168526.23
1616,33,Barbi,Daegal,107956.75
1617,54,Vita,Millda,112674.57
1618,16,Blake,Andrel,47748.15
1619,65,Viviene,Kevon,238842.6
1620,4,Vevay,Kiyoshi,198218.81
1621,22,Bobbi,Buffum,117691.17
1622,63,Marcelline,Jobi,79658.23
1623,49,Antonietta,Regan,109054.75
1624,31,Candy,Posner,43553.3
1625,66,Yvonne,Margarete,180964.93
1626,2,Vere,Ferrell,137887.04
1627,22,Leeanne,Podvin,189425.39
1628,32,Concettina,Guildroy,48949.87
1629,11,Nessie,Hartnett,118802.82
1630,20,Chloris,Tyson,114751.66
1631,11,Cassondra,Fabiola,22959.22
1632,22,Lexine,Dudley,203961.82
1633,51,Annora,Neils,137021.05
1634,62,Kial,Nikaniki,184733.16
1635,12,Jessamyn,Garbe,113028.04
1636,59,Heddie,Sikorski,249193.88
1637,42,Orelia,Rocray,203347.17
1638,15,Tomasina,Ioab,157955.76
1639,55,Daphne,Seagraves,54890.56
1640,33,Millie,Atonsah,117955.34
1641,9,Inga,Suk,33934.38
1642,36,Meg,Tarrant,19071.68
1643,72,Latisha,Isidore,232621.54
1644,13,Siana,Regan,247541.99
1645,65,Fayre,Candy,102820.63
1646,73,Max,Revkah,30144.24
1647,33,Dulcinea,Pyle,202691.33
1648,68,Yvonne,Tyson,107370.05
1649,8,Sherrie,Kiersten,42887.9
1650,60,Cindelyn,Freddi,227208.83
1651,15,Olivette,Kannry,211338.31
1652,55,Aurore,Brunell,93428.81
1653,64,Ketti,Colp,74845.07
1654,33,Bee,Bashemeth,174376.35
1655,20,Maryellen,Waldron,178268.48
1656,57,Jacenta,Celestine,201654.05
1657,75,Viki,Damarra,72395.05
1658,71,Gabi,Bakerman,101771.38
1659,33,Giustina,Natalia,191788.39
1660,28,Selma,Afton,230717.77
1661,68,Tiffie,Erb,232012.11
1662,2,Ninnetta,Tice,224056.35
1663,16,Nollie,Lytton,239939.46
1664,17,Belinda,Genna,169950.71
1665,60,Aeriela,Sheng,23316.18
1666,20,Delilah,Lilybelle,175642.3
1667,11,Rori,Billye,26966.8
1668,75,Halette,Arley,99954.16
1669,42,Delilah,Pierette,147655.17
1670,36,Courtnay,Ogren,52203.43
1671,25,Jillayne,Muriel,220776.75
1672,49,Fanchon,Carri,212402.28
1673,37,Myriam,Bahr,190514.93
1674,62,Kirbee,Nikaniki,33130.98
1675,33,Taffy,Dielu,240799.84
1676,63,Valera,Craggie,24260.91
1677,30,Aimil,Brunell,103607.63
1678,43,Jobi,Montgomery,160544.66
1679,31,Gerrie,Dahlia,24144.95
1680,64,Benita,Carvey,64006.7
1681,43,Claudina,Glenden,69691
1682,50,Nataline,Gusella,111867.89
1683,70,Sissy,Ruvolo,232717.53
1684,68,Dennie,Israeli,145721.31
1685,49,Nollie,Chick,94658.7
1686,5,Shandie,Primalia,113031.25
1687,62,Aryn,Salvidor,213032.72
1688,53,Marinna,Cherianne,124320.81
1689,44,Raina,Brunell,68204.22
1690,66,Cathie,Chick,15890.06
1691,43,Rosabelle,Modie,226032.65
1692,59,Rosene,Lissi,91595.08
1693,33,Carilyn,Gavrila,182677.05
1694,13,Rebeca,Judye,106072.65
1695,16,Tani,Bryna,186091.18
1696,33,Dagmar,Adrienne,66657.92
